ID,#YY,MM,DD,hh,mm,WDIR(degT),WSPD(m/s),GST(m/s),DPD(sec),APD(sec),MWD(degT),PRES(hPa),ATMP(degC),WTMP(degC),DEWP(degC),WVHT(m)
201898150,2018,9,8,1,50,60,9.9,11.9,4.76,4.18,49,1023.7,20.1,22,7.7,1.1
201898250,2018,9,8,2,50,65,8.9,10.6,4.55,4.2,63,1024.1,20,21.8,9.6,1.17
201898350,2018,9,8,3,50,63,8.5,10.1,4.55,4.09,61,1024.2,19.8,21.7,10.9,1.1
201898450,2018,9,8,4,50,68,9,10.4,4.35,3.92,67,1024.4,19.6,21.6,11.5,1.11
201898550,2018,9,8,5,50,68,9.1,10.7,5,3.95,21,1024.2,19.2,21.6,12.9,1.1
201898650,2018,9,8,6,50,64,9.9,11.9,4.35,4.05,42,1023.8,19,21.5,13,1.17
201898750,2018,9,8,7,50,62,10,12.2,4.17,4.16,75,1023.6,19.4,21.5,9.3,1.34
201898850,2018,9,8,8,50,59,11.2,13.3,4.17,4.04,81,1023.1,19.1,21.5,10.1,1.31
201898950,2018,9,8,9,50,58,10.3,12.1,4.17,4.08,80,1022.7,18.9,21.6,11.3,1.36
2018981050,2018,9,8,10,50,53,10.4,12.2,4.76,4.07,63,1022.4,18.6,21.6,11.5,1.28
2018981150,2018,9,8,11,50,57,9.8,11.3,4.55,4.07,71,1022.6,18.4,21.7,12.9,1.19
2018981250,2018,9,8,12,50,60,10,12.3,4.76,4.22,61,1022.8,18.5,21.8,13.3,1.3
2018981350,2018,9,8,13,50,62,10.1,11.9,5.56,4.31,22,1022.6,18.3,21.8,13.7,1.27
2018981450,2018,9,8,14,50,64,10.2,12.6,5.26,4.32,32,1022.6,18.5,21.7,14.1,1.28
2018981550,2018,9,8,15,50,65,11.1,13.3,4.76,4.31,63,1022.4,18.5,21.7,14.3,1.25
2018981650,2018,9,8,16,50,68,10,12.2,5,4.4,61,1022.5,18.8,21.7,13.7,1.31
2018981750,2018,9,8,17,50,63,9.9,11.8,4.76,4.45,74,1022.2,19.4,21.7,12.9,1.35
2018981850,2018,9,8,18,50,62,10.4,13.2,5.56,4.55,53,1021.7,19.6,21.7,12.4,1.37
2018981950,2018,9,8,19,50,58,11,13.1,5.26,4.65,61,1021.2,19.9,21.8,12,1.58
2018982050,2018,9,8,20,50,62,10.3,12.1,5.56,4.58,53,1021.3,20,21.8,12,1.5
2018982150,2018,9,8,21,50,61,9.9,11.9,5.26,4.5,69,1020.9,20,21.8,12.3,1.43
2018982250,2018,9,8,22,50,60,10.1,12.9,5,4.4,57,1020.6,19.9,21.7,12.9,1.38
2018982350,2018,9,8,23,50,63,10.8,12.9,5,4.31,78,1020.5,19.5,21.6,12.3,1.45
201899050,2018,9,9,0,50,65,10.9,13.1,5,4.29,71,1020.7,18.9,21.6,12.6,1.4
201899150,2018,9,9,1,50,64,11.6,13.6,5,4.24,78,1020.9,18.3,21.5,12.6,1.43
201899250,2018,9,9,2,50,66,11.3,14,5.26,4.27,66,1021.2,17.7,21.4,12.1,1.46
201899350,2018,9,9,3,50,64,11.5,13.5,5.26,4.33,62,1021.2,17,21.4,11.2,1.52
201899450,2018,9,9,4,50,65,12.1,14,5.56,4.52,65,1020.8,16.7,21.4,10.9,1.71
201899550,2018,9,9,5,50,69,11.9,14.3,5.56,4.52,61,1020.5,16.4,21.5,10.5,1.61
201899650,2018,9,9,6,50,71,11.7,14.4,5.56,4.78,68,1019.9,16.4,21.5,10.5,1.88
201899750,2018,9,9,7,50,73,11,14,5.88,4.57,52,1019.5,16.3,21.5,10.6,1.57
201899850,2018,9,9,8,50,72,11.2,13.6,5.56,4.67,66,1019,16.2,21.5,9.6,1.66
201899950,2018,9,9,9,50,75,10.9,13.1,5.88,4.74,56,1018.8,16.2,21.5,8.3,1.62
2018991050,2018,9,9,10,50,65,10.4,12.6,5.88,4.63,51,1018.7,16,21.4,7.9,1.49
2018991150,2018,9,9,11,50,63,9.1,11.6,5.56,4.68,48,1019.1,15.9,21.4,9.6,1.47
2018991250,2018,9,9,12,50,64,10.2,12.1,5.26,4.65,67,1019.2,15.9,21.3,11.5,1.38
2018991350,2018,9,9,13,50,65,9.2,11.3,5.26,4.6,78,1019.5,16,21.3,11.4,1.42
2018991450,2018,9,9,14,50,63,8.7,11.3,5.56,4.62,65,1019.6,16.3,21.3,11.6,1.47
2018991550,2018,9,9,15,50,62,8.9,11,5.26,4.63,71,1019.3,16.5,21.3,11.3,1.34
2018991650,2018,9,9,16,50,56,8.1,10.4,5.56,4.36,67,1019.2,16.7,21.2,11.5,1.23
2018991750,2018,9,9,17,50,50,8.5,10.7,5,4.32,72,1018.8,17.1,21.2,11,1.22
2018991850,2018,9,9,18,50,46,9.7,11.7,4.76,4.11,72,1018.2,17.8,21.2,9.6,1.2
2018991950,2018,9,9,19,50,47,10.3,13,5,4.08,65,1017.4,18.6,21.2,9.2,1.17
2018992050,2018,9,9,20,50,51,11,12.8,4.76,3.95,73,1016.8,18.6,21.2,9.9,1.11
2018992150,2018,9,9,21,50,44,10.1,12.6,5,3.93,81,1016.7,18.9,21.2,10.6,1.18
2018992250,2018,9,9,22,50,62,8.8,10.3,4.76,4.05,70,1016.9,19.1,21.3,10.1,1.25
2018992350,2018,9,9,23,50,70,10.1,11.3,4.55,3.88,69,1016.9,18.6,21.3,10.1,1.13
2018910050,2018,9,10,0,50,58,8.9,10.7,4.76,4.04,68,1016.9,18.4,21.3,11,1.13
2018910150,2018,9,10,1,50,61,8.9,10.8,5,4.05,57,1017.6,18,21.2,10.8,1.11
2018910250,2018,9,10,2,50,59,10.4,12.3,5,4.18,70,1017,17.7,21.2,11.7,1.15
2018910350,2018,9,10,3,50,64,9,11.2,5.26,4.2,60,1017,17.3,21.2,11.8,1.23
2018910450,2018,9,10,4,50,64,8.8,10.8,5,4.26,68,1016.5,16.9,21.2,12.1,1.17
2018910550,2018,9,10,5,50,59,9.3,11.1,5.26,4.31,70,1015.8,16.7,21.1,12.4,1.13
2018910650,2018,9,10,6,50,59,6.8,8.7,5.26,4.33,57,1015.8,16.6,21.1,12.5,1.12
2018910750,2018,9,10,7,50,54,5.7,7.4,5.26,4.43,59,1015.9,16.6,21,12.8,1.1
2018910850,2018,9,10,8,50,43,6.6,8.1,4.76,4.21,56,1015.7,16.6,21,12.8,0.89
2018910950,2018,9,10,9,50,41,7.4,8.8,4.76,4.22,69,1015.7,16.7,21,13.1,0.99
20189101050,2018,9,10,10,50,42,6.1,7.3,4.76,3.88,74,1016.1,16.7,21,13.2,0.83
20189101150,2018,9,10,11,50,44,6.9,8.3,4.17,3.76,68,1015.9,16.7,20.9,13.3,0.79
20189101250,2018,9,10,12,50,29,6.2,8.2,4.76,3.75,56,1016.5,17.1,20.9,13.8,0.81
20189101350,2018,9,10,13,50,45,7.7,9.1,4.35,3.52,63,1016.2,16.9,20.9,14,0.71
20189101450,2018,9,10,14,50,36,6.1,7.3,4.35,3.48,52,1016.6,16.9,20.9,14,0.68
20189101550,2018,9,10,15,50,17,5.5,6.8,4.17,3.37,59,1016.7,16.9,21,14.2,0.62
20189101650,2018,9,10,16,50,9,6.3,7.6,4.35,3.43,48,1016.5,17.2,21,14.2,0.61
20189101750,2018,9,10,17,50,352,6.2,7.5,4.35,3.46,53,1016.6,17.8,21.1,14.3,0.56
20189101850,2018,9,10,18,50,4,6.1,7.8,3.57,3.37,51,1016.5,18,21.2,14.8,0.61
20189101950,2018,9,10,19,50,356,6.5,8.1,3.45,3.44,52,1016.3,18.5,21.2,14.9,0.57
20189102050,2018,9,10,20,50,351,6.4,8,4,3.58,36,1016.3,18.6,21.2,15.1,0.63
20189102150,2018,9,10,21,50,345,6.1,7.6,4.35,3.81,31,1016.2,18.7,21.2,15.3,0.73
20189102250,2018,9,10,22,50,352,5.2,6.3,4.55,3.81,39,1016.3,18.9,21.2,15.1,0.72
20189102350,2018,9,10,23,50,353,4.9,6.3,4.55,3.85,38,1016.4,18.8,21.1,14.7,0.68
2018911050,2018,9,11,0,50,1,3.6,4.4,4.76,3.91,45,1016.8,18.9,21.1,14.5,0.71
2018911150,2018,9,11,1,50,358,2.9,3.5,4.76,3.91,41,1017.5,18.9,21,14.8,0.71
2018911250,2018,9,11,2,50,12,1.9,2.8,4.76,3.92,43,1018.1,19,21,14.6,0.67
2018911350,2018,9,11,3,50,21,1,1.6,4.35,3.74,39,1018.5,19.1,21,14.5,0.58
2018911450,2018,9,11,4,50,59,0.7,0.9,4.55,3.68,36,1018.8,19.1,21,14.2,0.51
2018911550,2018,9,11,5,50,155,0.8,1.4,4.35,3.67,40,1019,19.1,21,14.4,0.43
2018911650,2018,9,11,6,50,185,1.8,2.4,4.17,3.63,347,1019.2,19.3,21,14.7,0.4
2018911750,2018,9,11,7,50,200,3.1,4,4.17,3.62,334,1019.4,19.4,21,15.2,0.33
2018911850,2018,9,11,8,50,224,2.5,2.9,4.17,3.59,336,1019.5,19.4,21,15.5,0.28
2018911950,2018,9,11,9,50,226,2.5,3,4,3.72,333,1019.6,19.3,21,15.8,0.27
2018912350,2018,9,12,3,50,130,6.2,7.1,2.47,2.53,153,1020,21,21.3,17.3,0.29
2018912450,2018,9,12,4,50,137,6.2,7.5,2.74,2.64,143,1020.1,21.1,21.2,17.6,0.35
2018912550,2018,9,12,5,50,161,7.5,9,2.86,2.73,129,1020.4,21.2,21.2,16.6,0.4
2018912650,2018,9,12,6,50,164,7.1,8.6,3.03,2.79,133,1021,20.9,21.1,16.8,0.48
2018912750,2018,9,12,7,50,165,7.4,8.3,3.33,3,146,1021.2,20.6,21.1,16.5,0.53
2018912850,2018,9,12,8,50,173,7.5,8.5,3.45,3.06,135,1021.4,20.4,21.1,16.3,0.6
2018912950,2018,9,12,9,50,182,7.7,8.6,3.7,3.12,140,1021.8,20,21,16.5,0.6
20189121050,2018,9,12,10,50,184,6.8,7.8,3.7,3.24,144,1022.1,20,21,16.4,0.63
20189121150,2018,9,12,11,50,173,6.8,7.7,3.7,3.29,160,1022.4,19.7,21,16,0.61
20189121250,2018,9,12,12,50,174,6.4,7.2,3.7,3.27,150,1022.7,20,21,16.1,0.55
20189121350,2018,9,12,13,50,163,6.2,6.9,4,3.42,154,1022.7,20,21,16.1,0.53
20189121450,2018,9,12,14,50,165,6.3,7.3,3.45,3.38,160,1023.2,20.1,21,16,0.5
20189121550,2018,9,12,15,50,159,6,6.9,4,3.44,169,1023.3,20.1,21.1,15.6,0.51
20189121650,2018,9,12,16,50,160,6,7,4,3.32,171,1023.2,20.3,21.1,15.2,0.46
20189121750,2018,9,12,17,50,160,5.4,6.4,3.33,3.34,160,1023,20.5,21.2,15.3,0.47
20189121850,2018,9,12,18,50,159,5.2,6,3.57,3.19,167,1022.8,20.6,21.2,14.7,0.41
20189121950,2018,9,12,19,50,154,4.2,5,3.45,3.15,177,1022.6,21,21.3,14.2,0.39
20189122050,2018,9,12,20,50,163,2.9,3.2,3.33,3.05,179,1022.3,21.4,21.4,14,0.32
20189122150,2018,9,12,21,50,174,2.1,2.5,3.33,3,182,1022,21.6,21.4,14.2,0.28
2018916650,2018,9,16,6,50,64,4.6,5.3,2.94,2.83,63,1020.2,22.1,21.7,19.8,0.3
2018916750,2018,9,16,7,50,84,4.8,5.6,3.03,2.75,54,1020.1,22,21.6,19.9,0.28
2018916850,2018,9,16,8,50,88,5.5,6.4,2.94,2.66,52,1020.2,21.7,21.6,19.9,0.27
2018916950,2018,9,16,9,50,101,5.7,6.7,2.86,2.67,55,1020.4,21.4,21.6,19.9,0.27
20189161050,2018,9,16,10,50,98,4.9,5.6,3.03,2.69,61,1020.6,21.4,21.5,19.9,0.3
20189161150,2018,9,16,11,50,103,5.9,6.8,3.03,2.71,62,1020.6,21.4,21.5,19.9,0.3
20189161250,2018,9,16,12,50,102,5.4,6.3,2.94,2.71,77,1020.7,21.4,21.5,19.9,0.32
20189161350,2018,9,16,13,50,110,5.3,6.6,2.94,2.85,88,1020.5,21.6,21.5,19.9,0.37
20189161450,2018,9,16,14,50,111,5.2,6,3.13,2.94,82,1020.6,21.5,21.5,19.9,0.41
20189161550,2018,9,16,15,50,107,3.8,4.4,3.33,3.05,80,1020.5,21.7,21.5,20.2,0.42
20189161650,2018,9,16,16,50,108,2.3,3,3.23,3,96,1020.2,21.9,21.7,20.5,0.33
20189161750,2018,9,16,17,50,112,2.3,3.1,3.03,2.91,92,1019.7,22.1,21.9,20.7,0.28
2018917750,2018,9,17,7,50,149,4.9,5.6,2.47,2.47,109,1014.5,22.4,21.8,20.4,0.26
2018918750,2018,9,18,7,50,8,7.3,8.6,2.6,2.54,356,1012.6,20.9,22,19.3,0.33
2018918850,2018,9,18,8,50,356,5.9,6.7,3.33,3.12,4,1012.8,20.9,21.9,19.3,0.53
2018918950,2018,9,18,9,50,353,6.4,7.7,4.17,3.42,13,1013,20.9,21.9,19.4,0.71
20189181050,2018,9,18,10,50,2,6.2,7.3,4.55,3.86,22,1013.4,21,21.7,19.6,0.82
20189181150,2018,9,18,11,50,12,5.9,6.8,5.88,4.58,26,1013.6,20.9,21.7,19.5,1.08
20189181250,2018,9,18,12,50,335,7.5,9.1,6.25,4.76,31,1014.4,20.7,21.7,18.6,1.14
20189181350,2018,9,18,13,50,350,4.3,5.1,6.67,4.7,37,1014,20.4,21.8,18.2,1.04
20189181450,2018,9,18,14,50,10,4.7,6.6,6.67,4.77,34,1013.9,20.4,21.8,18,1
20189181550,2018,9,18,15,50,16,4.3,5.9,6.67,4.67,37,1014.6,20.3,21.8,17.7,0.98
20189181650,2018,9,18,16,50,2,4.8,5.7,7.14,4.38,35,1014.7,20.1,21.8,17.4,0.82
20189181750,2018,9,18,17,50,336,8.4,9.8,6.67,4.37,34,1015.5,20,21.8,17.4,0.81
20189181850,2018,9,18,18,50,341,7.2,8.2,4.76,4.07,29,1014.7,19.8,21.8,17.3,0.89
20189182050,2018,9,18,20,50,101,1.3,2.1,5.56,4.24,22,1014,19.4,21.7,16.6,0.84
20189182150,2018,9,18,21,50,48,3.9,4.9,5.26,4.27,359,1014,19.9,21.7,17,0.77
20189182250,2018,9,18,22,50,7,4.8,5.7,5,4.16,33,1014.6,19.9,21.7,16.8,0.68
20189182350,2018,9,18,23,50,19,4.2,5.4,5,4,32,1014.2,19.6,21.6,16.8,0.66
2018919050,2018,9,19,0,50,35,3.1,4.1,4.76,4.06,31,1013.9,19.7,21.6,17,0.65
2018919150,2018,9,19,1,50,18,5.8,6.7,5,4.02,28,1015,19.7,21.6,17.3,0.66
2018919250,2018,9,19,2,50,4,7.3,8.5,5,3.77,33,1015.6,19.6,21.6,16.9,0.65
2018919350,2018,9,19,3,50,15,8.1,9.9,4.35,3.54,36,1015.4,19.7,21.6,17.1,0.71
2018919450,2018,9,19,4,50,26,7.8,9,4.35,3.56,35,1015.5,19.5,21.6,16.9,0.79
2018919550,2018,9,19,5,50,17,6.8,7.9,4.55,3.62,43,1016,19.4,21.5,16.8,0.77
2018919650,2018,9,19,6,50,15,7.4,8.7,4.76,3.77,41,1016.1,19.2,21.5,16.6,0.94
2018919750,2018,9,19,7,50,23,7.8,9,4.76,3.79,44,1015.9,19,21.5,16.6,0.86
2018919850,2018,9,19,8,50,24,9,10.6,4.76,3.81,37,1016.2,18.4,21.5,16.2,0.88
2018919950,2018,9,19,9,50,40,7.9,9,4.76,3.87,40,1016.1,18.2,21.4,15.8,0.93
20189191050,2018,9,19,10,50,64,7.2,8.2,4.76,3.89,37,1016,18.1,21.4,15.3,0.91
20189191150,2018,9,19,11,50,47,8.2,9.5,4.76,3.68,33,1017,17.9,21.4,15.1,0.79
20189191250,2018,9,19,12,50,55,7,8.1,4.76,3.7,30,1017.2,17.6,21.4,15,0.82
20189191350,2018,9,19,13,50,73,6.3,7.5,4.76,3.84,21,1017.5,17.7,21.4,15.2,0.85
20189191450,2018,9,19,14,50,78,4.8,5.9,4.76,3.73,21,1017.6,17.6,21.3,15.5,0.75
20189191550,2018,9,19,15,50,65,3.4,4.3,4.76,3.86,25,1018.2,17.2,21.3,15.6,0.72
20189191650,2018,9,19,16,50,32,4.3,5.5,4.76,3.89,27,1018.8,17.2,21.3,15.4,0.64
20189191750,2018,9,19,17,50,40,5.7,7.3,4.55,3.71,34,1018.1,17.6,21.3,15.9,0.56
20189191850,2018,9,19,18,50,54,5.4,6.9,4.55,3.55,26,1017.7,17.7,21.2,16,0.56
20189191950,2018,9,19,19,50,53,3.3,4.2,4.35,3.55,22,1017.8,18.1,21.3,16.2,0.56
20189192050,2018,9,19,20,50,38,3.2,3.8,4.35,3.68,23,1017.1,18.3,21.3,16.2,0.55
20189192150,2018,9,19,21,50,17,5.3,6.5,4.76,3.66,33,1016.9,18.8,21.3,16.7,0.53
20189192250,2018,9,19,22,50,11,4.7,5.5,5,3.5,28,1017,18.9,21.2,16.6,0.52
20189192350,2018,9,19,23,50,54,5.4,6.5,4.55,3.48,32,1015.5,19.2,21.2,17,0.48
2018920050,2018,9,20,0,50,51,5.2,6.1,4.55,3.31,34,1015.7,19.9,21.2,17.7,0.46
2018920150,2018,9,20,1,50,49,6,6.8,4.17,3.22,28,1015.9,20.5,21.2,18.3,0.48
2018920250,2018,9,20,2,50,53,4.6,5.2,4.55,3.22,29,1016.2,21.2,21.3,18.9,0.5
2018920350,2018,9,20,3,50,65,4.3,5,4.55,3.21,22,1015.7,21.3,21.4,19.3,0.43
2018920450,2018,9,20,4,50,75,4.4,5.1,3.57,3.28,26,1015.5,21.4,21.4,19.3,0.42
2018920550,2018,9,20,5,50,80,5,5.8,3.57,3.26,16,1015.3,21.6,21.4,19.5,0.38
2018920650,2018,9,20,6,50,88,4.8,5.4,3.33,3.11,28,1015.4,21.6,21.3,19.7,0.35
2018920750,2018,9,20,7,50,70,4.8,5.5,3.7,3.27,22,1015.2,21.4,21.3,19.7,0.33
2018920850,2018,9,20,8,50,81,5.7,6.4,3.57,3.14,6,1015,21.2,21.2,19.6,0.34
2018920950,2018,9,20,9,50,85,6.3,7.2,3.57,3.04,11,1014.8,21.1,21.2,19.1,0.35
20189201050,2018,9,20,10,50,79,7.7,8.9,2.94,3.02,89,1014.7,20.6,21.2,18.9,0.44
20189201150,2018,9,20,11,50,72,6,7.9,3.45,3.25,73,1015.6,20.4,21.1,19.2,0.6
20189201250,2018,9,20,12,50,86,8.5,9.9,3.85,3.52,76,1015,20.3,21.1,18.6,0.7
20189201350,2018,9,20,13,50,85,6.2,7.4,4,3.59,84,1016.3,19.8,21.1,18.7,0.71
20189201450,2018,9,20,14,50,105,9.2,10.7,3.85,3.44,77,1014.9,19.9,21.1,18.7,0.66
20189201550,2018,9,20,15,50,110,6.9,8.8,4.17,3.58,86,1014.8,20.4,21.1,19.1,0.75
20189201650,2018,9,20,16,50,124,5.9,7.1,3.85,3.61,88,1014.4,20.7,21.1,19.3,0.75
20189201750,2018,9,20,17,50,133,5.7,7.4,4.35,3.56,69,1013.5,21.4,21.2,19.9,0.66
20189201850,2018,9,20,18,50,149,4.7,5.6,4,3.41,77,1012.8,22.2,21.3,20.8,0.65
20189201950,2018,9,20,19,50,146,6.2,7,3.85,3.34,90,1011.3,22.8,21.4,21,0.63
20189202050,2018,9,20,20,50,147,5.9,6.6,3.7,3.24,93,1010.4,23.2,21.4,21.3,0.53
20189202150,2018,9,20,21,50,144,4.2,4.7,3.45,3.12,133,1009.8,23.5,21.5,21.5,0.41
20189202250,2018,9,20,22,50,149,6.2,7.1,3.13,2.84,104,1009.4,23.7,21.5,21.4,0.33
20189202350,2018,9,20,23,50,146,7.8,9.2,2.74,2.64,128,1008.6,23.7,21.5,20.9,0.34
2018921050,2018,9,21,0,50,141,9.1,11.1,2.86,2.78,141,1007.8,23.9,21.4,20.7,0.48
2018921150,2018,9,21,1,50,155,10.3,11.8,3.7,3.24,139,1007.7,24.1,21.4,20.9,0.73
2018921250,2018,9,21,2,50,165,9.6,11,4,3.49,142,1008.2,24.2,21.4,20.8,0.88
2018921350,2018,9,21,3,50,174,9.4,10.8,4.35,3.58,144,1008,24.6,21.3,20.6,0.86
2018921450,2018,9,21,4,50,184,9.8,11.5,4.17,3.79,140,1007.8,24.7,21.3,20.5,0.97
2018921550,2018,9,21,5,50,186,9.7,11.4,4.76,3.86,154,1007.5,23.9,21.3,20.5,1.08
2018921650,2018,9,21,6,50,182,10.1,12,4.55,3.95,156,1006.8,23.7,21.3,20.5,1.11
2018921750,2018,9,21,7,50,190,10.4,12.1,4.76,4.03,144,1006.2,24,21.3,20.5,1.09
2018921850,2018,9,21,8,50,194,10.9,12.5,5,4.21,165,1005.6,24,21.2,20.2,1.36
2018921950,2018,9,21,9,50,205,10,11.6,4.76,4.31,166,1005.9,23.8,21.2,20.1,1.38
20189211050,2018,9,21,10,50,219,8.5,10,5.56,4.33,156,1005.6,23.8,21.2,20.2,1.24
20189211150,2018,9,21,11,50,205,8.2,9.4,5.56,4.22,149,1006.2,23.3,21.2,20.3,1.07
20189211250,2018,9,21,12,50,245,9.7,12.2,5.26,4.27,160,1006.7,23.4,21.2,19.1,1.08
20189211350,2018,9,21,13,50,256,10.6,13,5.26,4.07,150,1008,22.5,21.2,18.1,1.24
20189211450,2018,9,21,14,50,232,8.6,10.2,4.76,4.34,180,1008.6,22.1,21.2,18.7,1.33
20189211550,2018,9,21,15,50,256,9,11,5.26,4.41,161,1009.5,22.1,21.2,18.9,1.3
20189211650,2018,9,21,16,50,268,10.8,12.7,5,4.34,176,1010.7,21.2,21.2,16.4,1.35
20189211750,2018,9,21,17,50,264,10.7,12.4,5.26,4.47,205,1011.5,20.8,21.2,15.4,1.52
20189211850,2018,9,21,18,50,276,10.5,12.8,5.26,4.6,205,1012.5,20.4,21.2,13.7,1.71
20189211950,2018,9,21,19,50,298,11.5,13.9,5.88,4.61,222,1013.4,20.4,21.1,13.8,1.58
20189212050,2018,9,21,20,50,315,11.8,14.1,5.56,4.51,268,1014.9,19.5,21.1,13.3,1.54
20189212150,2018,9,21,21,50,318,12.1,14.9,5.56,4.72,303,1016.2,18.9,21.1,11.9,1.74
20189212250,2018,9,21,22,50,309,11.5,14.1,5.88,4.91,330,1017.4,18.5,21,10.9,1.92
20189212350,2018,9,21,23,50,323,10.9,13.9,6.67,5.05,337,1018.7,18.1,21,11.2,1.92
2018922050,2018,9,22,0,50,336,12.5,15.1,6.25,4.91,342,1019.9,17.4,21,11.2,1.9
2018922150,2018,9,22,1,50,341,12.8,15,6.25,5.03,358,1021.5,16.5,20.9,9.3,2.04
2018922250,2018,9,22,2,50,352,11.6,14.6,6.25,5.2,7,1022.9,15.9,20.9,8.4,2.14
2018922350,2018,9,22,3,50,3,11.1,14.3,6.67,5.25,20,1023.5,15.7,20.8,8.4,2.17
2018922450,2018,9,22,4,50,1,10.8,13.2,6.67,5.19,13,1024.2,15.2,20.8,8.6,1.95
2018922550,2018,9,22,5,50,15,10.9,14.1,7.14,5.35,24,1024.1,15.3,20.9,8.3,2.1
2018922650,2018,9,22,6,50,16,9.6,12,7.69,5.77,32,1024.8,15.3,20.9,8.2,2.41
2018922750,2018,9,22,7,50,39,9.2,11.2,8.33,5.66,32,1025.2,14.7,20.9,8.7,2.21
2018922850,2018,9,22,8,50,42,9,11.9,7.14,5.35,18,1025.8,14.1,20.8,7.4,1.99
2018922950,2018,9,22,9,50,43,9.4,13.1,7.69,5.68,29,1026.1,13.9,20.8,6.9,1.96
20189221050,2018,9,22,10,50,50,9.3,12.5,7.69,5.33,20,1026.6,14.1,20.7,6.9,1.8
20189221150,2018,9,22,11,50,62,8.6,10.9,7.69,5.17,21,1027,14.2,20.7,5.4,1.58
20189221250,2018,9,22,12,50,56,9.1,12.1,6.67,5.02,22,1026.8,14.3,20.6,6.7,1.51
20189221350,2018,9,22,13,50,65,8.4,10.1,7.14,5.09,16,1027.1,14.1,20.6,6.2,1.54
20189221450,2018,9,22,14,50,80,8.4,10.3,7.69,4.73,11,1027.4,13.9,20.5,4.8,1.33
20189221550,2018,9,22,15,50,79,7,8.5,7.14,4.74,14,1027.6,13.9,20.5,6,1.3
20189221650,2018,9,22,16,50,73,6.4,8.4,6.67,4.64,15,1027.4,14.1,20.5,5.7,1.21
20189221750,2018,9,22,17,50,82,5.7,6.9,6.67,4.47,19,1026.7,14.1,20.6,4.5,1.06
20189221850,2018,9,22,18,50,78,4.6,6.5,5.26,4.23,16,1026,14.3,20.6,3.4,0.91
20189221950,2018,9,22,19,50,88,3.2,4.4,4,4.06,59,1025.4,14.5,20.6,3.7,0.75
20189222050,2018,9,22,20,50,78,2.3,3.3,5.56,3.97,13,1024.6,14.8,20.6,4.5,0.67
20189222150,2018,9,22,21,50,83,2.5,3.9,5.56,3.85,23,1024.1,15.3,20.6,5.1,0.56
20189222250,2018,9,22,22,50,69,2.2,3.2,5.88,3.87,23,1023.8,15.8,20.6,5.8,0.49
20189222350,2018,9,22,23,50,67,1.5,2.7,5.56,3.73,22,1023.2,15.6,20.6,6.1,0.39
2018923050,2018,9,23,0,50,75,1.5,2.4,5.26,3.88,18,1023.3,15.8,20.6,6.2,0.33
2018923150,2018,9,23,1,50,96,2.4,3.7,5.26,4.11,13,1023.2,16.2,20.6,6.9,0.33
2018923250,2018,9,23,2,50,114,3.9,4.9,5.56,4.12,1,1022.9,16.6,20.6,8.1,0.28
2018923750,2018,9,23,7,50,164,4.3,5.9,2.47,2.71,107,1022.1,16.5,20.5,11.1,0.26
2018923850,2018,9,23,8,50,170,4.3,5.7,2.86,2.9,122,1022.1,16.4,20.5,10.8,0.27
2018923950,2018,9,23,9,50,183,2.6,4.3,2.94,2.96,132,1022,16.5,20.4,10.8,0.29
20189231050,2018,9,23,10,50,172,4.7,5.8,3.45,3.05,100,1021.8,16.1,20.4,11.9,0.32
20189231150,2018,9,23,11,50,159,5.2,6.3,3.57,3.1,114,1022.3,15.9,20.4,11.9,0.32
20189231250,2018,9,23,12,50,140,3.1,3.7,3.23,3.03,132,1022.8,16.1,20.4,11.5,0.34
20189231350,2018,9,23,13,50,138,2.1,3.2,3.23,3.07,149,1023.2,16.3,20.4,11.5,0.27
20189231450,2018,9,23,14,50,112,2.3,3.4,3.33,3.17,150,1023.4,16.2,20.4,11.2,0.25
20189231550,2018,9,23,15,50,124,3.4,4.5,3.23,3.11,153,1023.4,16.2,20.5,11.5,0.26
20189231650,2018,9,23,16,50,108,2.5,3.4,3.45,3.13,156,1023.2,16.1,20.6,11.1,0.28
20189231750,2018,9,23,17,50,111,3,4,3.45,3.13,155,1022.6,16.1,20.7,10.8,0.27
20189231850,2018,9,23,18,50,79,2.8,4.3,3.57,3.15,159,1021.9,16.3,20.8,10.5,0.26
20189231950,2018,9,23,19,50,64,2.3,3,3.57,3.09,172,1021.2,16.5,20.8,10.1,0.25
2018924050,2018,9,24,0,50,58,6.4,7.5,2.74,2.61,81,1020.7,19.2,20.7,13.6,0.28
2018924150,2018,9,24,1,50,71,6.6,7.8,3.13,2.95,73,1020.9,19.5,20.6,14.1,0.39
2018924250,2018,9,24,2,50,89,7.4,9,3.45,3.13,74,1020.6,20,20.5,13.3,0.45
2018924350,2018,9,24,3,50,104,7.4,8.7,3.57,3.19,87,1020.6,19.7,20.5,13.9,0.49
2018924450,2018,9,24,4,50,121,8.8,10.7,3.45,3.24,80,1020.7,19.3,20.5,13.9,0.53
2018924550,2018,9,24,5,50,115,10.1,11.5,3.7,3.38,82,1020.6,18.6,20.4,13.4,0.71
2018924650,2018,9,24,6,50,115,10.1,12,4.35,3.74,109,1020.5,18.1,20.4,12.9,1
2018924750,2018,9,24,7,50,122,10.3,12.1,4.55,4.01,112,1020.2,17.6,20.4,13.4,1.07
2018924850,2018,9,24,8,50,124,8.7,10.2,4.76,3.97,110,1020,17.3,20.4,14,1.06
